division_numeric_code,start_date,end_date,is_in_union,age_range,data_series_type,group_type_relative_to_baseline,contraceptive_use_modern,contraceptive_use_traditional,contraceptive_use_all,unmet_need_for_modern_methods,unmet_need_for_any_method,is_pertaining_to_methods_used_since_last_pregnancy,pertaining_to_methods_used_since_last_pregnancy_reason,has_geographical_region_bias,geographical_region_bias_reason,has_non_pregnant_and_other_positive_biases,non_pregnant_and_other_positive_biases_reason,age_group_bias,modern_method_bias,has_traditional_method_bias,traditional_method_bias_reason,has_absence_of_probing_questions_bias,se_modern,se_traditional,se_unmet_need,se_log_r_modern_no_use,se_log_r_traditional_no_use,se_log_r_unmet_no_need,source_id,record_id
356,2005.832886,2006.662964,Y,15-49,DHS,MW,0.4853359,0.077975998,,,0.1391182,N,,N,,N,,None,None,N,,N,,,,,,,1792,Y_890
795,2000.498657,2000.832886,Y,15-49,DHS,MW,0.5310000,0.087,,,0.131,N,,N,,N,,None,None,N,,N,,,,,,,1793,Y_891
686,1986.246582,1986.578125,Y,15-49,DHS,MW,0.0237812,0.088882283,,,0.374,N,,N,,N,,None,None,N,,N,,,,,,,1794,Y_892
686,1997,1997.32605,Y,15-49,DHS,MW,0.0812665,0.048095962,,,0.349858082,N,,N,,N,,None,None,N,,N,0.007157434,0.004029943,0.007769649,0.097404794,0.090560318,0.035036272,1795,Y_893
504,1987.328735,1987.578125,Y,15-49,DHS,MW,0.2896526,0.068921154,,,0.221,N,,N,,N,,None,None,N,,N,,,,,,,1796,Y_894
504,1992,1992.328735,Y,15-49,DHS,MW,0.3554123,0.059593591,,,0.234857366,N,,N,,N,,None,None,N,,N,0.014815067,0.005600818,0.010065401,0.068610524,0.108988748,0.046722918,1797,Y_895
120,1991.246582,1991.745239,Y,15-49,DHS,MW,0.0428082,0.117745606,,,0.223499568,N,,N,,N,,None,None,N,,N,0.004665233,0.009427907,0.010192651,0.11986843,0.093861424,0.067718447,1798,Y_896
516,1992.498657,1992.915039,Y,15-49,DHS,MW,0.2602882,0.028668348,,,0.217514747,N,,N,,N,,None,None,N,,N,0.017700343,0.005084255,0.009087456,0.0918768,0.181667371,0.053636536,1799,Y_897
524,2001,2001.493164,Y,15-49,DHS,MW,0.3539140,0.039381404,,,0.277553026,N,,N,,N,,None,None,N,,N,0.011376285,0.002959274,0.008035374,0.051353248,0.08303229,0.034274976,1800,Y_898
524,1996,1996.49585,Y,15-49,DHS,MW,0.2601652,0.024705496,,,0.323501363,N,,N,,N,,None,None,N,,N,0.012198495,0.002457094,0.008405684,0.064516799,0.106629251,0.032515113,1801,Y_899
430,1986.084961,1986.578125,Y,15-49,DHS,MW,0.0554227,0.008798937,,,0.328,N,,N,,N,,None,None,N,,N,,,,,,,1802,Y_900
72,1988.583618,1989,Y,15-49,DHS,MW,0.3170000,0.013,,,0.269,N,,N,,N,,None,None,N,,N,,,,,,,1803,Y_901
800,1988.668457,1989.158936,Y,15-49,DHS,MW,0.0251452,0.023623564,,0.023623564,,N,,N,,N,,None,None,N,,N,,,,,,,1804,Y_902
818,2005.246582,2005.493164,Y,15-49,DHS,MW,0.5649632,0.027191375,,,0.123046665,N,,N,,N,,None,None,N,,N,0.005757408,0.00151599,0.003381052,0.023727882,0.057869585,0.032796396,1806,Y_903
516,2000.668457,2001,Y,15-49,DHS,MW,0.4264251,0.011051258,,,0.238674641,N,,N,,N,,None,None,N,,N,0.017284063,0.002453632,0.01250466,0.070965198,0.225466396,0.071132584,1807,Y_904
426,2004.668457,2005.082153,Y,15-49,DHS,MW,0.3517932,0.021208604,,,0.309804127,N,,N,,N,,None,None,N,,N,0.008069487,0.001714796,0.006978255,0.047362651,0.126597663,0.047029051,1808,Y_905
860,2002.665771,2002.997314,Y,15-49,DHS,MW,0.6280000,0.049,,0.049,,N,,N,,N,,None,None,Y,,N,,,,,,,1809,Y_906
116,2005.665771,2006.243896,Y,15-49,DHS,MW,0.2715927,0.128422633,,,0.252788244,N,,N,,N,,None,None,N,,N,0.007187389,0.005386727,0.005925755,0.03788998,0.050195622,0.031268124,1812,Y_907
50,2004,2004.413696,Y,15-49,DHS,MW,0.4728890,0.10777585,,,0.15193747,N,,N,,N,,None,None,N,,N,0.009003107,0.003976173,0.005327416,0.03910264,0.045699295,0.040191497,1813,Y_908
50,1993.832886,1994.243896,Y,15-49,DHS,MW,0.3620771,0.083603397,,,0.217389289,N,,N,,N,,None,None,N,,N,0.007708367,0.003513402,0.005197233,0.034590835,0.047791774,0.035639194,1814,Y_909
50,1996.835571,1997.243896,Y,15-49,DHS,MW,0.4156280,0.076786461,,,0.197996259,N,,N,,N,,None,None,N,,N,0.008352395,0.003945541,0.005940084,0.036221929,0.059001665,0.037284805,1815,Y_910
50,1999.832886,2000.246582,Y,15-49,DHS,MW,0.4346985,0.103014461,,,0.184725646,N,,N,,N,,None,None,N,,N,0.008342204,0.004470195,0.005654986,0.035847325,0.051212918,0.037285697,1816,Y_911
498,2005.413696,2005.662964,Y,15-49,DHS,MW,0.4384449,0.239307742,,,0.113669809,N,,N,,N,,None,None,N,,N,0.008487154,0.007534392,0.00489056,0.038311642,0.046103969,0.058073658,1820,Y_912
704,1997.49585,1997.830078,Y,15-49,DHS,MW,0.5578383,0.195208756,,,0.083773401,N,,N,,N,,None,None,N,,N,0.012662217,0.01015524,0.005659823,0.059666209,0.075154908,0.073338175,1821,Y_913
404,1988.917847,1989.411011,Y,15-49,DHS,MW,0.1787102,0.090358635,,,0.38,N,,N,,N,,None,None,N,,N,,,,,,,1822,Y_914
404,1993.084961,1993.662964,Y,15-49,DHS,MW,0.2729654,0.054507359,,,0.353043937,N,,N,,N,,None,None,N,,N,0.011479359,0.004266835,0.009816168,0.061320938,0.086869799,0.047361477,1823,Y_915
404,1998.084961,1998.578125,Y,15-49,DHS,MW,0.3146707,0.075052312,,,0.279913603,N,,N,,N,,None,None,N,,N,0.010743375,0.005091101,0.008931445,0.050392379,0.073940021,0.044927051,1824,Y_916
116,2000.084961,2000.580811,Y,15-49,DHS,MW,0.1875651,0.050495342,,,0.330476556,N,,N,,N,,None,None,N,,N,0.006664521,0.00395982,0.007272621,0.044977551,0.084738886,0.029626297,1825,Y_917
398,1995.328735,1995.745239,Y,15-49,DHS,MW,0.4606083,0.130420601,,,0.163106189,N,,N,,N,,None,None,N,,N,0.011741262,0.011556957,0.009427126,0.054622792,0.113289889,0.082909823,1826,Y_918
586,1990.915039,1991.411011,Y,15-49,DHS,MW,0.0901449,0.028275206,,,0.304718252,N,,N,,N,,None,None,N,,N,0.005338945,0.00323782,0.008589459,0.065617577,0.118721385,0.044041156,1827,Y_919
566,1999.161621,1999.411011,Y,15-49,DHS,MW,0.0848150,0.067094299,,,0.199047536,N,,N,,N,,None,None,N,,N,0.005791961,0.003699955,0.005227418,0.074205517,0.061229433,0.035354674,1828,Y_920
818,1995.832886,1996.082153,Y,15-49,DHS,MW,0.4551624,0.023565503,,,0.202322854,N,,N,,N,,None,None,N,,N,0.007126577,0.001740986,0.00467982,0.029296571,0.077518137,0.030012755,1829,Y_921
818,2000.084961,2000.328735,Y,15-49,DHS,MW,0.5387603,0.021895156,,,0.136873737,N,,N,,N,,None,None,N,,N,0.006197413,0.001613252,0.003471086,0.025246459,0.076236151,0.030272463,1830,Y_922
818,1988.750732,1989.082153,Y,15-49,DHS,MW,0.3546485,0.02372058,,0.02372058,,N,,N,,N,,None,None,N,,N,,,,,,,1831,Y_923
818,1992.835571,1993.158936,Y,15-49,DHS,MW,0.4476975,0.023180237,,,0.228786279,N,,N,,N,,None,None,N,,N,0.010138504,0.002120343,0.006237827,0.04146997,0.094877343,0.034985717,1832,Y_924
454,2000.498657,2000.915039,Y,15-49,DHS,MW,0.2611808,0.045310937,,,0.299461978,N,,N,,N,,None,None,N,,N,0.007607657,0.002705242,0.006016694,0.038856214,0.060504204,0.029104999,1833,Y_925
454,1992.668457,1992.915039,Y,15-49,DHS,MW,0.0735956,0.056471485,,,0.365150694,N,,N,,N,,None,None,N,,N,0.00576808,0.004788354,0.009935008,0.084788193,0.090063398,0.046281492,1834,Y_926
232,1995.665771,1996.082153,Y,15-49,DHS,MW,0.0398611,0.0396741,,,0.296769418,N,,N,,N,,None,None,N,,N,,,,,,,1835,Y_927
608,1993.161621,1993.411011,Y,15-49,DHS,MW,0.2485387,0.151215129,,,0.301656374,N,,N,,N,,None,None,N,,N,0.005621518,0.004340512,0.005656455,0.031885766,0.035888183,0.029769754,1836,Y_928
608,1998.084961,1998.32605,Y,15-49,DHS,MW,0.2806254,0.197471612,,,0.245705106,N,,N,,N,,None,None,N,,N,0.006115843,0.004816252,0.005690789,0.032422999,0.032673129,0.034263495,1837,Y_929
834,2004.750732,2005.158936,Y,15-49,DHS,MW,0.1998358,0.063784757,,,0.242647825,N,,N,,N,,None,None,N,,N,0.010234947,0.005859975,0.007679115,0.065310692,0.100287051,0.043592625,1838,Y_930
50,2007.161621,2007.662964,Y,15-49,DHS,MW,0.4745693,0.083333951,,,0.167874589,N,,N,,N,,None,None,N,,N,0.008123493,0.003673924,0.005328499,0.034578216,0.051463823,0.039499422,1840,Y_931
586,1996,1998,Y,15-49,National survey,MW,0.1690000,0.07,,,0.375,N,,N,,N,,None,None,N,,N,,,,,,,1841,Y_932
586,2000.750732,2001,Y,15-49,National survey,MW,0.2021000,0.0739,,,0.33,N,,N,,N,,None,None,N,,N,,,,,,,1842,Y_933
51,2005.665771,2005.997314,Y,15-49,DHS,MW,0.1947973,0.335886899,,,0.193411788,N,,N,,N,,None,None,N,,N,0.008805317,0.010174037,0.009459245,0.063227948,0.051540404,0.06321745,1843,Y_934
68,2003.580811,2004.082153,Y,15-49,DHS,MW,0.3491179,0.234435196,,,0.228255158,N,,N,,N,,None,None,N,,N,0.009282989,0.007977802,0.00637132,0.040225965,0.043412542,0.041626442,1844,Y_935
454,2006.534302,2006.871216,Y,15-49,MICS,MW,0.3863413,0.023821437,,0.023821437,,N,,N,,N,,None,None,N,,Y,0.006235768,0.001621813,0,0.026229309,0.06921681,,1845,Y_936
51,2000.750732,2001,Y,15-49,DHS,MW,0.2225456,0.382618617,,,0.180660766,N,,N,,N,,None,None,N,,N,0.007696317,0.009151819,0.006951294,0.050708328,0.04411587,0.056391589,1848,Y_937
232,2002.161621,2002.578125,Y,15-49,DHS,MW,0.0726482,0.007775015,,,0.28491911,N,,N,,N,,None,None,N,,N,,,,,,,1849,Y_938
608,2003.413696,2003.745239,Y,15-49,DHS,MW,0.3319714,0.15675587,,,0.225069953,N,,N,,N,,None,None,N,,N,0.006127957,0.004402426,0.005025592,0.029326604,0.035432285,0.032558901,1850,Y_939
524,2006.084961,2006.662964,Y,15-49,DHS,MW,0.4421388,0.03741749,,,0.246913003,N,,N,,N,,None,None,N,,N,0.019227327,0.003230848,0.01072853,0.07913028,0.090805612,0.039821193,1851,Y_940
788,1988.416382,1988.832886,Y,15-49,DHS,MW,0.4037886,0.093968096,,0.093968096,,N,,N,,N,,None,None,N,,N,,,,,,,1852,Y_941
478,2000.583618,2001.32605,Y,15-49,DHS,MW,0.0544286,0.025387419,,,0.320752463,N,,N,,N,,None,None,N,,N,0.006253012,0.00356095,0.011895381,0.121496025,0.143862929,0.056671019,1853,Y_942
646,1992.416382,1992.832886,Y,15-49,DHS,MW,0.1291329,0.082618614,,,0.382155384,N,,N,,N,,None,None,N,,N,0.008499562,0.005668587,0.009948188,0.076461105,0.075850936,0.043550911,1854,Y_943
646,2000.416382,2000.665771,Y,15-49,DHS,MW,0.0566634,0.075780555,,,0.363748063,N,,N,,N,,None,None,N,,N,0.00490883,0.004244207,0.007718735,0.092395582,0.061133649,0.036321296,1855,Y_944
356,1970.49585,1971.49585,Y,15-49,National survey,MW,0.0950000,0.041,,0.041,,N,,N,,N,,?,None,N,,N,,,,,,,1856,Y_945
231,2005.246582,2005.662964,Y,15-49,DHS,MW,0.1390385,0.008137062,,,0.360935134,N,,N,,N,,None,None,N,,N,0.007250919,0.001086172,0.00805805,0.06073471,0.135482981,0.035404125,1858,Y_946
170,2004.750732,2005.493164,Y,15-49,DHS,MW,0.6805936,0.100399661,,,0.086882526,N,,N,,N,,None,None,N,,N,0.003983548,0.002505297,0.002435303,0.023837689,0.035481225,0.041802389,1859,Y_947
170,1990.328735,1990.662964,Y,15-49,DHS,MW,0.5461285,0.114749894,,,0.137289999,N,,N,,N,,None,None,N,,N,0.010661313,0.007022368,0.007117742,0.05000368,0.077775504,0.070463531,1860,Y_948
170,2000.084961,2000.49585,Y,15-49,DHS,MW,0.6399895,0.129364476,,,0.100397622,N,,N,,N,,None,None,N,,N,0.007046271,0.004980224,0.00408932,0.035587724,0.050880191,0.058687445,1861,Y_949
170,1995.161621,1995.493164,Y,15-49,DHS,MW,0.5931990,0.128762741,,,0.113786868,N,,N,,N,,None,None,N,,N,0.006401407,0.00416515,0.003697095,0.033921273,0.046610147,0.05142266,1862,Y_950
558,1992.841064,1993.117798,Y,15-49,Other,MW,0.4513692,0.036138462,,,0.239,N,,N,,N,,None,None,N,,N,,,,,,,1863,Y_951
504,2003.747925,2004.161621,Y,15-49,DHS,MW,0.5477576,0.082119909,,,0.118713926,N,,N,,N,,None,None,N,,N,0.006956277,0.003931263,0.004128366,0.029565548,0.054927154,0.042110366,1866,Y_952
686,1999.747925,1999.997314,Y,15-49,DHS,MW,0.0820000,0.023,,0.023,,N,,N,,N,,None,None,Y,,N,,,,,,,1867,Y_953
76,1996.164429,1996.49585,Y,15-49,DHS,MW,0.7027655,0.064590631,,,0.1084937,N,,N,,N,,None,None,N,,N,0.006788663,0.003613858,0.004164342,0.033630185,0.061979748,0.05204486,1868,Y_954
76,1986.328735,1986.662964,Y,15-49,DHS,MW,0.5652268,0.096651052,,,0.128,N,,N,,N,,None,None,N,,N,,,,,,,1869,Y_955
364,1976,1978,Y,15-49,Other,MW,0.2590000,0.101,,0.101,,N,,N,,N,,None,None,N,,N,,,,,,,1872,Y_956
364,2002.49585,2002.997314,Y,15-49,National survey,MW,0.5902950,0.143101808,,0.143101808,,N,,N,,Y,,None,None,N,,N,,,,,,,1878,Y_957
398,2006,2006.243896,Y,15-49,MICS,MW,0.4940032,0.013036197,,0.013036197,,N,,N,,N,,None,None,N,,Y,0.006889822,0.0013932,0,0.028057347,0.110541991,,1882,Y_958
566,2003.161621,2003.662964,Y,15-49,DHS,MW,0.0824801,0.043423709,,,0.174959871,N,,N,,N,,None,None,N,,N,0.004991952,0.004245505,0.00751835,0.066991636,0.103468157,0.054302238,1884,Y_959
454,2004.750732,2005.082153,Y,15-49,DHS,MW,0.2814601,0.043250359,,,0.30297574,N,,N,,N,,None,None,N,,N,0.006930458,0.003371356,0.006383253,0.034720692,0.082502286,0.033426806,1885,Y_960
800,2000.668457,2001.243896,Y,15-49,DHS,MW,0.1820418,0.045747688,,,0.350010661,N,,N,,N,,None,None,N,,N,0.010702476,0.00363794,0.011244289,0.073601436,0.087668563,0.050588046,1886,Y_961
800,2006.328735,2006.830078,Y,15-49,DHS,MW,0.1787139,0.058026746,,,0.380125491,N,,N,,N,,None,None,N,,N,0.008009907,0.003973749,0.008750903,0.055738306,0.074188133,0.04140687,1887,Y_962
180,2007,2007.662964,Y,15-49,DHS,MW,0.0578984,0.148597647,,,0.269099212,N,,N,,N,,None,None,N,,N,0.006428794,0.009751356,0.010572554,0.120235853,0.078638922,0.061298968,1888,Y_963
450,2000.591797,2000.778076,Y,15-49,MICS,MW,,,0.188412734,,,N,,N,,N,,None,None,N,,Y,0,0,0,,,,1891,Y_964
328,2006.243896,2007.03833,Y,15-49,MICS,MW,0.3298895,0.011792716,,0.011792716,,N,,N,,N,,None,None,N,,Y,0.01144542,0.002856443,0,0.051507227,0.244715533,,1893,Y_965
624,2000.273926,2000.397217,Y,15-49,MICS,MW,0.0443821,0.032052887,,0.032052887,,N,,N,,N,,None,None,N,,Y,,,,,,,1895,Y_966
148,2000.375366,2000.706909,Y,15-49,MICS,MW,0.0629799,0.015700188,,0.015700188,,N,,N,,N,,None,None,N,,Y,0.006759628,0.00342267,0,0.115421557,0.223209805,,1896,Y_967
706,1999,2000,Y,15-49,MICS,MW,0.0100000,0.07,,0.07,,N,,N,,N,,None,None,N,,Y,,,,,,,1897,Y_968
678,2000.583618,2000.747925,Y,15-49,MICS,MW,0.2798176,0.012983952,,0.012983952,,N,,N,,N,,None,None,N,,Y,,,,,,,1899,Y_969
268,2005.832886,2005.997314,Y,15-49,MICS,MW,0.2162985,0.099128008,,0.099128008,,N,,N,,N,,None,None,N,,Y,0.007858857,0.005153432,0,0.049030307,0.061576254,,1900,Y_970
804,2005.835571,2005.986328,Y,15-49,MICS,MW,0.5840151,0.071487081,,0.071487081,,N,,N,,N,,None,None,N,,Y,0.013592364,0.006938296,0,0.063020194,0.118071986,,1904,Y_971
108,2000.293091,2000.386353,Y,15-49,MICS,MW,0.1003922,0.056470588,,0.056470588,,N,,N,,N,,None,None,N,,Y,0.008402588,0.004716355,0,0.0937377,0.089547147,,1905,Y_972
8,2005.747925,2005.912354,Y,15-49,MICS,MW,0.2482816,0.352945302,,0.352945302,,N,,N,,N,,None,None,N,,Y,0.013524941,0.017002711,0,0.083135069,0.084929219,,1906,Y_973
270,2000.331543,2000.49585,Y,15-49,MICS,MW,0.0871066,0.007812362,,0.007812362,,N,,N,,N,,None,None,N,,Y,0.00661503,0.001934632,0,0.082806611,0.249545923,,1907,Y_974
24,1996.583618,1997,Y,15-49,MICS,MW,0.0402570,0.040743,,0.040743,,N,,N,,Y,,None,None,Y,,Y,,,,,,,1908,Y_975
214,2000.832886,2000.942505,Y,15-49,MICS,MW,0.6277780,0.019034236,,0.019034236,,N,,N,,N,,None,None,N,,Y,0.015677119,0.004446514,0,0.06797499,0.241039891,,1910,Y_976
31,2000.583618,2000.660278,Y,15-49,MICS,MW,0.1667446,0.384003742,,0.384003742,,N,,N,,N,,None,None,N,,Y,,,,,,,1912,Y_977
12,2006.227417,2006.438354,Y,15-49,MICS,MW,0.5390000,0.075,,,0.108,N,,N,,N,,None,None,N,,Y,,,,,,,1913,Y_978
120,2000.498657,2000.654785,Y,15-49,MICS,MW,,,0.252052697,,,N,,N,,N,,None,None,N,,Y,0,0,0,,,,1914,Y_979
780,2006.298584,2006.438354,Y,15-49,MICS,MW,0.3810395,0.044134269,,,0.267,N,,N,,N,,None,None,N,,Y,0.011090457,0.004261311,0,0.050690415,0.115098484,,1915,Y_980
496,2000.383545,2000.613647,Y,15-49,MICS,MW,0.5882942,0.085387853,,0.085387853,,N,,N,,N,,None,None,N,,Y,0.008411447,0.004528678,0,0.038465307,0.064440964,,1916,Y_981
860,2000.561646,2000.706909,Y,15-49,MICS,MW,0.6363279,0.035974052,,0.035974052,,N,,N,,N,,None,None,N,,Y,0.008891495,0.002961491,0,0.039911902,0.088837937,,1917,Y_982
740,2006.246582,2006.411011,Y,15-49,MICS,MW,0.4502224,0.006210895,,0.006210895,,N,,N,,N,,None,None,N,,Y,0.010335313,0.001556495,0,0.041594101,0.251008951,,1919,Y_983
426,2000.164429,2000.413696,Y,15-49,MICS,MW,0.2958455,0.008467849,,0.008467849,,N,,N,,N,,None,None,N,,Y,,,,,,,1920,Y_984
226,2000,2001,Y,15-49,MICS,MW,0.0557595,0.030574528,,0.030574528,,N,,N,,N,,None,None,N,,Y,,,,,,,1921,Y_985
262,2006.473999,2006.641113,Y,15-49,MICS,MW,0.1768902,0.00144805,,0.00144805,,N,,N,,N,,None,None,N,,Y,0.012406649,7.11E-04,0,0.085178364,0.490723567,,1922,Y_986
562,2000.290405,2000.599976,Y,15-49,MICS,MW,0.1116096,0.028087845,,0.028087845,,N,,N,,N,,None,None,N,,Y,,,,,,,1923,Y_987
762,2000.512329,2000.594482,Y,15-49,MICS,MW,0.2828897,0.056273764,,0.056273764,,N,,N,,N,,None,None,N,,Y,0.012083298,0.008116287,0,0.065291467,0.162248472,,1924,Y_988
4,2003.413696,2003.578125,Y,15-49,Other,MW,0.0870000,0.016,,0.016,,N,,N,,N,,?,None,N,,N,,,,,,,1925,Y_989
704,2000,2001,Y,15-49,MICS,MW,0.5622128,0.179319871,,0.179319871,,N,,N,,N,,None,None,N,,Y,0.021493169,0.012964403,0,0.121884374,0.141961869,,1926,Y_990
72,2000.391724,2000.580811,Y,15-49,MICS,MW,0.4210000,0.023,,0.023,,N,,N,,N,,None,None,N,,Y,,,,,,,1927,Y_991
704,2006.654785,2006.786255,Y,15-49,MICS,MW,0.6083837,0.148917418,,0.148917418,,N,,N,,N,,None,None,N,,Y,0.009670065,0.007471086,0,0.04772793,0.06927545,,1929,Y_992
68,2000.621948,2000.874023,Y,15-49,MICS,MW,0.3049483,0.229445661,,0.229445661,,N,,N,,N,,None,None,N,,Y,0.011711004,0.009379604,0,0.05954835,0.057260145,,1930,Y_993
748,2000.498657,2000.747925,Y,15-49,MICS,MW,0.2621958,0.01586355,,0.01586355,,N,,N,,N,,None,None,N,,Y,0.009616124,0.00275234,0,0.05277663,0.180321426,,1931,Y_994
422,2000.835571,2001,Y,15-49,MICS,MW,0.4040000,0.222,,0.222,,N,,N,,N,,None,None,N,,Y,,,,,,,1932,Y_995
140,2000,2001,Y,15-49,MICS,MW,0.1155246,0.163902778,,0.163902778,,N,,N,,N,,None,None,N,,Y,0.00428326,0.005927912,0,0.043412555,0.044536774,,1934,Y_996
180,2001.284912,2001.786255,Y,15-49,MICS,MW,0.0770758,0.236819708,,0.236819708,,N,,N,,N,,None,None,N,,Y,,,,,,,1935,Y_997
694,2000.249268,2000.3479,Y,15-49,MICS,MW,0.0393139,0.003529355,,0.003529355,,N,,N,,N,,None,None,N,,Y,,,,,,,1936,Y_998
24,2001.246582,2001.830078,Y,15-49,MICS,MW,0.0486412,0.014068746,,0.014068746,,N,,N,,N,,None,None,N,,Y,0.004512082,0.002366087,0,0.09766296,0.171242075,,1937,Y_999
780,2000.120605,2000.208252,Y,15-49,MICS,MW,0.3329718,0.049349241,,0.049349241,,N,,N,,N,,None,None,N,,Y,0.014727917,0.002766764,0,0.066925932,0.060994791,,1938,Y_1000
328,2000.583618,2000.832886,Y,15-49,MICS,MW,0.3629191,0.010004923,,0.010004923,,N,,N,,N,,None,None,N,,Y,0.01221895,0.002177798,0,0.053663026,0.223800999,,1939,Y_1001
174,2000.761597,2000.887695,Y,15-49,MICS,MW,0.2096968,0.048694561,,0.048694561,,N,,N,,N,,None,None,N,,Y,0.011132294,0.005660675,0,0.069868993,0.127367598,,1941,Y_1002
8,2000.416382,2000.515015,Y,15-49,MICS,MW,0.1745935,0.400857436,,0.400857436,,N,,N,,N,,None,None,N,,Y,0.010513019,0.01819887,0,0.088144344,0.087388811,,1943,Y_1003
740,1999.832886,2000.328735,Y,15-49,MICS,MW,0.4071358,0.014225653,,0.014225653,,N,,N,,N,,None,None,N,,Y,0.012750431,0.002860775,0,0.053695132,0.207725624,,1945,Y_1004
768,1988.416382,1988.915039,Y,15-49,DHS,MW,0.0309951,0.307096248,,,0.401,N,,N,,N,,None,None,N,,N,,,,,,,1946,Y_1005
894,1992,1992.413696,Y,15-49,DHS,MW,0.0889286,0.061547563,,,0.300258505,N,,N,,N,,None,None,N,,N,0.006131607,0.005023473,0.008668231,0.076692203,0.088186815,0.041256507,1947,Y_1006
586,1991,1991.997314,Y,15-49,Other,MW,,,0.069,,,N,,N,,N,,None,None,N,,N,,,,,,,1998,Y_1007
288,1998,2000,Y,15-49,Other,AL,0.1070000,0.043,,0.043,,N,,N,,N,,None,None,N,,N,,,,,,,2007,Y_1008
626,2001,2002,Y,15-49,Other,MW,0.0660000,0.013,,0.013,,N,,N,,N,,None,None,N,,N,,,,,,,2013,Y_1009
288,1991,1993,Y,15-49,Other,AL,0.0720000,0.099,,0.099,,N,,N,,N,,None,None,N,,N,,,,,,,2016,Y_1010
716,1984.539673,1984.789063,Y,15-49,Other,MW,0.2660000,0.118,,,0.141,N,,N,,N,,None,None,N,,N,,,,,,,2027,Y_1011
70,2006.367065,2006.520508,Y,15-49,MICS,MW,0.1128309,0.244257523,,0.244257523,,N,,N,,N,,None,None,N,,Y,0.008905269,0.016145836,0,0.096961955,0.093590159,,2296,Y_1012
84,2006.084961,2006.243896,Y,15-49,MICS,AL,0.3142502,0.029046217,,0.029046217,,N,,N,,N,,None,None,N,,Y,,,,,,,2299,Y_1013
120,2006.331543,2006.465698,Y,15-49,MICS,MW,0.1399161,0.152093385,,0.152093385,,N,,N,,N,,None,None,N,,Y,0.00588558,0.007844581,0,0.050067015,0.062045756,,2312,Y_1014
192,2006.161621,2006.493164,Y,15-49,MICS,AL,0.7161162,0.009832138,,0.009832138,,N,,N,,N,,None,None,N,,Y,,,,,,,2338,Y_1015
270,2001.561646,2001.852051,Y,15-49,National survey,MW,0.1510000,0.024,,0.024,,N,,N,,N,,None,None,Y,,N,,,,,,,2363,Y_1016
384,2006.616455,2006.830078,Y,15-49,MICS,MW,0.1103054,0.035745545,,0.035745545,,N,,N,,N,,None,None,N,,Y,0.00721969,0.004026621,0,0.074740857,0.118911125,,2398,Y_1017
400,2007.413696,2007.912354,Y,15-49,DHS,MW,0.4220032,0.148967772,,,0.138286853,N,,N,,N,,None,None,N,,N,0.007987023,0.005125518,0.005696714,0.035543799,0.044039942,0.055003691,2407,Y_1018
422,2004.260254,2004.90686,Y,15-49,Other,MW,0.3420000,0.238,,0.238,,N,,N,,N,,None,None,N,,N,,,,,,,2416,Y_1019
478,2007.328735,2007.745239,Y,15-49,MICS,MW,0.0800000,0.013,,,0.246,N,,N,,N,,None,None,N,,Y,0,0,0,,,,2443,Y_1020
499,2005.747925,2006.082153,Y,15-49,MICS,MW,0.1744912,0.221362341,,0.221362341,,N,,N,,N,,None,None,N,,Y,,,,,,,2456,Y_1021
548,2007.832886,2007.967163,Y,15-49,MICS,MW,0.3696696,0.014613803,,0.014613803,,N,,N,,N,,None,None,N,,Y,0.014916088,0.003467656,0,0.064216755,0.240540991,,2476,Y_1022
566,2007.161621,2007.284912,Y,15-49,MICS,MW,0.1054507,0.041320232,,0.041320232,,N,,N,,N,,None,None,N,,Y,0.004174055,0.00206965,0,0.046418982,0.059523419,,2478,Y_1023
604,2003.915039,2006.997314,Y,15-49,DHS,MW,0.4741693,0.239560799,,,0.122996449,N,,N,,N,,None,None,N,,N,0.007282631,0.005665292,0.004216027,0.03372014,0.036401899,0.049402012,2515,Y_1024
604,2010.161621,2010.997314,Y,15-49,DHS,MW,0.5050163,0.23868598,,,0.105318696,N,,N,,N,,None,None,N,,N,0.006474892,0.004962558,0.00350794,0.030284083,0.03164159,0.045228114,2516,Y_1025
604,2007,2008.832886,Y,15-49,DHS,MW,0.4877372,0.236627771,,,0.125833395,N,,N,,N,,None,None,N,,N,0.006912349,0.005602515,0.003966634,0.031556819,0.035216282,0.047837731,2517,Y_1026
646,2007.915039,2008.328735,Y,15-49,DHS,MW,0.2708945,0.092819739,,,0.343638213,N,,N,,N,,None,None,N,,N,0.010073981,0.006290006,0.009729873,0.053778093,0.079000023,0.044602243,2524,Y_1027
678,2008.668457,2009.082153,Y,15-49,DHS,MW,0.3368415,0.047049205,,,0.37553426,N,,N,,N,,None,None,N,,N,0.019019011,0.007550044,0.020493198,0.086540897,0.171328047,0.08880678,2556,Y_1028
688,2005.747925,2006.082153,Y,15-49,MICS,MW,0.1896374,0.223286659,,0.223286659,,N,,N,,N,,None,None,N,,Y,0.008018868,0.011162128,0,0.053529952,0.066310868,,2557,Y_1029
788,2006.413696,2006.660278,Y,15-49,MICS,MW,0.5150000,0.087,,0.087,,N,,N,,N,,None,None,N,,Y,,,,,,,2585,Y_1030
